label,judul_voy,narasi_voy
1,video penyiksan muslim india,astagfirullah penyiksan muslim india ya allah hancur biadab hinduva amin ya rabbal alamin cc
1,foto suspect corona rumah sakit saleh probolinggo moga lindung,suspect corona rumah sakit saleh probolinggo moga lindung
1,video tampak ribu burung gagak kota wuhan cina,video tampak ribu burung gagak kota wuhan cina
1,foto sih koala cooper merlot,selamat pagi twitter sedih kuat dukung orang good pagi twitter still sad over here but we got ta be strong and suppoeveryone
1,nigerian boys roasted to death,nigerian yahoo boys roasted to death in mexico graphic pics crime nairaland
1,video menteri agama forum lgbtiq terima harga,kiamat istigfhar bareng bareng yu
1,mozaik betawi pilih nomor,betawi betawi gaya
1,prabowo salat jumat keliling masjid ketemu,maaf dukung tanggung ijtima ulama
1,simbol jari telunjuk jempol dukung sadar kampret jokowi,kampret sadar dukung jokowi periode pret tulis akun facebook harris ahmad rabu
1,pasien serta badan selenggara jamin sosial rawat inap pindah gerbang tol,besok sakit bangsal pindah jalan tol guys muat gue serta badan selenggara jamin sosial hikhikhik
1,video panitia awas milu komisi pemelihan buka belang anggota,panitia awas milu komisi pemelihan buka belang forum rapat anggota indonesia pilih waspada hati hati komisi pemelihan curang pihak
1,metro televisi giat parade harmoni ternate rangka sambut natal,pirsa warga ternate malu utara sendiri sambut raya natal gelar festival budaya ternate harmoni libat unsur umat agama ternate
1,whatsapp hadiah natal paket internet gratis,whatsapp hadiah natal dapat gb internet gratis
1,foto jokowi hasil sunting,masak orang presiden
1,kerja lditangkap karawang sangka tentara merah partai komunis cina,hasil tangkap malam karawang kerja lternyata tentara merah partai komunis cina viral
1,post bagi berita usut korupsi asi games polisi daerah metro periksa erick tohir,usut korupsi asi games polisi daerah metro periksa erick tohir
1,dukung kh said aqil siradj prabowo sandiaga,ketua urus nahdlatul ulama warga nu bebas pilih pribadi dukung prabowo
1,meme ustaz abdul somad dukung jokowi,masyarakat indonesia alih dukung joko widodo
1,tiket pesawat jakarta surabaya jelang lebaran juta tumpang,harga tiket pesawat lebaran roket kendali kontrol
1,lahir anak sapi manusia efek mistis,bagimana sapi sok orang ba kase sapi kaluar kamar sapi manusia lia kasana muka sapi sapa sok no dipi laku haha skedu jadi sapi lain genetik desa imana camat atinggola kabupaten gorut status sapi sok mati
1,admin muslim cyber army tangkap polisi nikmat makan bareng,oh aktor isu admin muslim cyber army tangkap polisi nikmat makan bareng cc
1,tabung gas elpiji makassar tarik,tabung gas elpiji makassar tarik
1,tanda kiamat air api,tanda kiamat air api ya allah haram neraka jasad orang tua ucap amin komentar tonton komen amin bagi ya
1,acara international khilafah forum,acara international khilafah forum
1,mesin sedot suara tiongkok main,mesin sedot suara tiongkok main website komisi pemelihan gampang jebol scriptnya telanjang
1,kakak gym pilih pimpin koruptor muslim pimpin bersih jujur kafir,pilih pimpin koruptor muslim pimpin bersih jujur kafir non muslim
1,foto jalan tomohon manado,jalan tomohon manado
1,foto anies baswedan pegang lem kaleng,ab calon presiden bela siap butuh
1,foto pecat gelandang politik,pecat gelandang politik orang hina simbol negara
1,marc marquez bandara internasional sultan hasanudin diam daeng naba tukang urut,marc marquez bandara internasional sultan hasanudin langsung terminal mallengkeri jeneponto diam daeng naba tukang urut
1,ulama windusari jemput paksa kait covid,mohon waspada jadi diwindusari jemput culik halus kiai asuh pondok menvonis sangkut positif korona lokasi pondok pesantren ds kiringan gondangrejo windusari
1,jalur batas sintang pinoh tutup perintah kabupaten lawi,moga wacana perintah lawi langkag tinggal tanggal arus masuk orang sangatlh padat kabupaten kalimantan barat sekadau lawi aman positif
1,mantan manajer rapp istri papar covid,tanggal maret juta istri anak anak riau tinggal rumah graha akasia rapp kompleks bakti gereja gpdi umat orang rapp
1,muncul virus cina corona hantavirus,cina pulih hantam virus corona covid muncul virus mati ya daya bunuh virus juluk hantavirus cepat hitung jam
1,kokain bunuh coronavirus,istirahat news cocaine kills coronavirus scientists shocked to discover that this drug can fight the virus
1,sih tuan narendra modi makan kayak,sih tuan narendra modi makan kayak pantas otak sapi
1,pemberitahuan menteri sehat metode cegah virus corona minum air hangat,pemberitahuan menteri sehat publik virus corona influenza kali serius metode cegah jaga tenggorok lembab tenggorok ering tahan dahaga membran tenggorok kering virus serang tubuh menit minum cc air hangat cc anak anak sesuai umur
1,sabotase jalan kramat raya jakpus resap gorong air masuk karung pasir sumbat,viralkan sabotase jalan kramat raya jakpus resap gorong air tumpuk karung pasir jam
1,video cacing kaleng,minum langsung kaleng bir soda jus minum manis hindar cangkir spesies cacing kaleng tempel bibir gali kulit kembang lihat ingat
1,bela raja agung sejagad plonga plongo pimpin raja,bela raja agung sejagad plonga plongo pimpin raja
1,nestapa lombok laut,nestapa lombok laut pulau jawa keluarga pulau jawa
1,menhan prabowo menhan cina bebas sandara tahan cham militer cina,edar kabar desember tepat senin kemarin menhan prabowo subianto hadir cina jumpa menhan cina menhan prabowo menhan cina bebas sandara tahan cham militer cina
1,attempted assassination of saudi prince,attempted assassination of saudi prince today
1,jalan kota malang terap tilang elektronik,hati hati jalan poros sabilillah kota malang terap tilang elektronik main handphone lewat garis rambu traffic light roda jalur lambat ya lupa pasang sabuk kam uji coba
1,orang mati hidup sampang pura pura lilit hutang,mandi orang mati hidup sampang madura
1,megawati jokowi idam alam alien pimpin beliau,lucu saudara saudara pribadi ihklaskan jokowi pimpin alien puji nih emak alien bawa bawa
1,said aqil negara cina negara komunis komunis arab,said aqil negara cina negara komunis komunis arab
1,imunisasi tipu daya zionis masuk bibit sakit jangka pendek,immunisasi tipu daya zionis masuk bibit sakit jangka pendek
1,cnn internasional bilang,the presiden of indonesia mr jokowi does not made conversation the other pimpin he can speaks english well
1,temu referendum raja sultan nusantara,berita baru edisi mei malam gilir sultan raja nusantara
1,disdikbud lampung keluar surat kepala sekolah kirim siswa sambut kunjung presiden jokowi,perintah kabupaten lampung dinas didik budaya jalan hi muchtar no telepon fax gunung sugih lampung provinsi lampung email
1,video habib rizieq joged tari perut,pulang pulang
1,artikel harga aku jujur jusuf kalla juang moral jokowi,artikel harga aku jujur jusuf kalla hasil joko widodo elo negara indonesia perlahan lolos beban utang tinggal era soeharto susilo bambang yudhoyono indonesia tanggung utang rupiah triliun dalih subsidi kaya konco konco sila baca tulis selesai paham indonesia perlahan negara hebat asia kurun era joko widodo
1,gantung kunci gratis pasang global positioning system,pom bensin kasih gantung kunci gratis
1,ayo musium gajah pamer budaya arab,assalamualaykum wr wb info ayo musium gajah pamer budaya arab souvenir gratis al qur an saudia arabia poster mesjid nabawi masjidil haram makan kurma puas bawa pl izin lupa bawa plastik tisue sedia lengket minum kopi arab sedia sp tanggal maret
1,tau lengan kanan seragam tentara turki bernomer,tau lengan kanan seragam tentara turki bernomer lahir baginda nabi muhammad april tentara turki usmani jaisy al muhammad tentara muhammad copy paste by muhammad ar razzy
1,yayasan miracle hope bantu obat derita kanker jenis apa,rumah sakit gatot subroto jakarta obat tumor ganas kanker cell cure hasil sembuh kanker stadium operasi chemo therapy equipment hibah perintah jerman teknologi jerman indoesia teman teman kerabat teman derita kanker dana yayasan miracle hope bantu obat derita kanker jenis apa
1,kendara gojek tabrak lari sopir angkut kota tangerang,sopir angkut kota tangerang mohon puas teman juang kaiian ambil rezeki teman ambil nyawa demo tambah laku sopir online tolong pikir sopir angkut kota tabrak teman cepat cepat aku serah sopir online gojek secra pribadi sopir grab duka cita mohon tindak anarki mohon driver online contoh biar serah wajib salam aspal
1,kartu tanda duduk pilih ganda orang etnis cina,temu ganda kartu tanda duduk pilih kepala daerah hati hati waspada curang
1,alfamadan indomaret sinyalir ganti nama,alfamadan indomaret sinyalir ganti nama
1,bayi ajaib non muslim afrika islam ribu orang,syarifuddin khalifah dewasa bayi ajaib non muslim afrika peristiwa an dunia gempar berita bayi umur keluarga katolik afrika tolak baptis mama unisibi baptize naamini kwa allah na jumbe wake muhammad tolong baptis orang iman allah rasul muhammad
1,jokowi tuduh bodoh salah salam raja saudi,hehe senyum tingkah laku jokowi terima kasih hibur tengah meleahnya rupiah negeri
1,himbauan dokter bernard mahfoudz,cegah luas virus corona dokter bernard mahfoudz imbau warga laksana salat jum at jemaah sabtu
1,presiden prancis macron maaf janji bantu diri sekolah turki prancis,presiden prancis emmanuel macron kemarin keluar larang diri sekolah turki prancis jam presiden turki erdogan keluar perintah tutup sekolah prancis turki sekolah menit presiden macron tarik putus maaf rakyat turki janji bantu sedia fasilitas penting diri sekolah turki prancis erdogan lawan presiden erdogan ajar macron rakyat prancis makna manusia makna harga hak asasi manusia muka bumi presiden turki ajar izzah umat islam pimpin negeri islam bebek yahudi sumber turki al yaum
1,foto anies baswedan patung lilin karakter senyum,anis khusus aju request karakter wajah patung lilin manyun alias cemberut jumpa foto edar sosial media wajah senyum gigi khusus proses cetak gigi buat mouldingnya
1,puan maharani pro rakyat buka undang undang dasar,puan maharani tambah pro rakyat buka undang undang dasar iwan sumule jahat konstitusi
1,video masjid musala tutup ada konser cuk,masjid musala tutup ada konser cuk otak otak
1,tentara korea utara masuk islam,hati buka gelap rang seru benar elak dada lapang tentara korea utara terima islam muslim online masyaallah
1,gibran pimpin pintar mencanlonkan wali kota,gibran pimpin pintar mencanlonkan wali kota
1,cicil nasabah positif covid tangguh,positif korona cicil bank tangguh
1,chloroquine sembuh covid,obat antimalaria chloroquine phosphate klorokuin fosfat sembuh pasien virus corona covid
1,negara bangkrut kakak akte cetak kertas hvs,negara bangkrut guys lembar kakak akte lahir cetak kertas hvs
1,informasi lowong kerja rumah sakit islam jombang,rumah sakit islam jombang buka open rekruitmen pegawai non kontrak staf staf bantu admin resepsionis perempuan maksimal alam utama fresh graduate minimal ijazah derajat kompromi latih
1,korelasi video anak suap berudu hidup virus corona,flu babi muncul cina flu burung sebar cina dunia virus korona muncul sakit muncul cina masyarakat cina masyarakat korup mental selamat anak anak tiongkok ancam manusia corono
1,spanduk tentara nasional indonesia sambut hangat serta aksi milad besok senin,pampang respek spanduk tentara nasional indonesia sambut hangat serta aksi milad besok senin monas respek ucap spanduk kawan tentara nasional indonesia makan serta besok aura wajah bahagia brjumpa tentara nasional indonesia sore aku segan segan brcanda salam nyaman rasa
1,perintah pimpin negara karyawan pegawai negeri sipil aparatur sipil negara wajib pakai foto bawa menteri agama menteri komunis,perintah pimpin negara karyawan pegawai negeri sipil aparatur sipil negara wajib pakai foto bawa menteri agama menteri komunis pakai hijab cadar larang perintah radikal
1,anies piknik anak yatim dhuafa liput media,anies piknik anak yatim dhuafa liput media
1,papua timor leste,kemarin kecap asal hoaks sebar hoaks video min papua timor leste pusat terang bikin gelap sesat tolong disuspend deh akun link video asli
1,deddy dhukun tinggal,berita duka tinggal dunia pagi selasa juli jam rumah sakit an nisa tangerang saudara cinta kenal deduk deddy dhukun usia
1,batu nabi muhammad duduk isra miraj layang udara,allahu akbar percaya kuasa allah tekan suka halaman belah bagi tem grup
1,rizal ramli ri hutang yield maret,indonesia utang yield maret yield tinggi vietnam yield rupiah kuat dukung tingkat pinjam bunga super kreditor pesta pora rakyat terbenani menkeu ngawur international bonds indonesia
1,foto jari bentuk simbol kader psi rawan jokowi stres,partai silit hitam stres akut
1,undang car free day biru prabowo sandi,undang car free day biru minggu oktober titik kumpul bundar hi jakarta jam pagi dresscode atas biru bawah bebas warna krem
1,bahan vaksin darah babi,majalah tabloid islam bekam bahan vaksin darah babi sari pati monyet darah lacur darah narapidana gabung vaksin
1,surat janji target gereja,target gereja bangun tahun gereja bekas binasa
1,alfamabagi kupon juta rupiah,kupon gratis
1,video macan kumbang turun gunung jalan kamojang kabupaten garut,hati hati kamojang arah garut macan kumbang maung turun gunung huaduh tanda alam ya
